FID,id,latitude,longitude,country,sample_size,hbaa,hbas,hbss,malaria_hypothesis,population_estimates,area_type,source,citation,country_id,malaria_metrics_available,identifiedproblem
HbS_Data.fid--5a9ebec4_181ab14c941_1d77,562,14.6485,-61.0209,Martinique,4635,3972,336,8,NO,YES,,IBD01395,"Monplaisir, N., J. C. Casius de Linval, et al. (1981). ""[Detection of haemoglobinopathies at birth, using isoelectric focalization (author's transl)]."" La Nouvelle Presse Medicale 10(38): 3127-3130.",MTQ,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b28,478,14.674,-17.437,Senegal,316,286,30,,YES,YES,Small polygon (>25 and ? 100 km2),IBD01159,"Laurens, A., L. Diakhate, et al. (1978). ""[Drepanocytosis and genetics]."" Bulletin de la Société Médicale d'Afrique Noire de Langue Française 23(4): 441-444.",SEN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d38,479,14.674,-17.437,Senegal,1067,977,90,,YES,YES,Small polygon (>25 and ? 100 km2),IBD01159,"Laurens, A., L. Diakhate, et al. (1978). ""[Drepanocytosis and genetics]."" Bulletin de la Société Médicale d'Afrique Noire de Langue Française 23(4): 441-444.",SEN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d39,480,14.674,-17.437,Senegal,1383,1263,120,,NO,YES,Small polygon (>25 and ? 100 km2),IBD01159,"Laurens, A., L. Diakhate, et al. (1978). ""[Drepanocytosis and genetics]."" Bulletin de la Société Médicale d'Afrique Noire de Langue Française 23(4): 441-444.",SEN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d7b,566,14.674,-17.437,Senegal,960,846,97,1,YES,NO,Wide-area (>10 and ? 25 km2),IBD01452,"Neel, J. V., J. Hiernauz, et al. (1956). ""Data on the occurrence of hemoglobin C and other abnormal hemoglobins in some African populations."" American Journal of Human Genetics 8(3): 138-150.",SEN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d8b,604,14.674,-17.437,Senegal,345,307,25,1,YES,NO,Small polygon (>25 and ? 100 km2),IBD01526,"Oudart, J. L., Diadhiou, et al. (1968). ""L'hemoglobine du nouveau-ne africain."" Semaine des Hopitaux Paris 44: 3073-3081.",SEN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1abd,465,14.684,-0.45,Burkina Faso,397,265,86,1,YES,NO,Point (? 10 km2),IBD01135,"Labie, D., C. Richin, et al. (1984). ""Hemoglobins S and C in Upper Volta."" Human Genetics 65(3): 300-302.",BFA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e64,886,14.684,-0.45,Burkina Faso,407,285,17,0,YES,YES,Point (? 10 km2),IBD02487,"Devoucoux, R., C. Hurpin, et al. (1991). ""Population genetics of abnormal haemoglobins in Burkina Faso, west Africa."" Annals of Human Biology 18(4): 295-302.",BFA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d08,466,14.69,-0.544,Burkina Faso,133,111,21,0,YES,NO,Point (? 10 km2),IBD01135,"Labie, D., C. Richin, et al. (1984). ""Hemoglobins S and C in Upper Volta."" Human Genetics 65(3): 300-302.",BFA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e65,887,14.69,-0.544,Burkina Faso,122,93,15,0,YES,YES,Point (? 10 km2),IBD02487,"Devoucoux, R., C. Hurpin, et al. (1991). ""Population genetics of abnormal haemoglobins in Burkina Faso, west Africa."" Annals of Human Biology 18(4): 295-302.",BFA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b6f,467,14.701,-0.417,Burkina Faso,122,93,15,0,YES,NO,Point (? 10 km2),IBD01135,"Labie, D., C. Richin, et al. (1984). ""Hemoglobins S and C in Upper Volta."" Human Genetics 65(3): 300-302.",BFA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e66,888,14.701,-0.417,Burkina Faso,284,230,17,1,YES,YES,Point (? 10 km2),IBD02487,"Devoucoux, R., C. Hurpin, et al. (1991). ""Population genetics of abnormal haemoglobins in Burkina Faso, west Africa."" Annals of Human Biology 18(4): 295-302.",BFA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e67,889,14.736,0.925,Niger,573,428,76,2,YES,YES,Point (? 10 km2),IBD02487,"Devoucoux, R., C. Hurpin, et al. (1991). ""Population genetics of abnormal haemoglobins in Burkina Faso, west Africa."" Annals of Human Biology 18(4): 295-302.",NER,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dfa,765,14.8495,-24.7166,Cape Verde,198,186,12,0,NO,YES,Small polygon (>25 and ? 100 km2),IBD02031,"Trincao, C. (1957). ""Hemoglobinas anormals nos territoris Portuguessas."" Boletim Clínico dos Hospitais Civis de Lisboa 21: 813-827.",CPV,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dfb,766,15.0779,-23.6354,Cape Verde,453,420,33,0,NO,YES,Large polygon (>100 km2),IBD02031,"Trincao, C. (1957). ""Hemoglobinas anormals nos territoris Portuguessas."" Boletim Clínico dos Hospitais Civis de Lisboa 21: 813-827.",CPV,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b3f,818,15.358,44.205,Yemen,477,,,0,NO,YES,Small polygon (>25 and ? 100 km2),IBD02281,"Al-Nood, H., S. Al-Ismail, et al. (2004). ""Prevalence of the sickle cell gene in Yemen: a pilot study."" Hemoglobin 28(4): 305-315.",YEM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dff,817,15.358,44.205,Yemen,1023,,13,0,NO,YES,Small polygon (>25 and ? 100 km2),IBD02281,"Al-Nood, H., S. Al-Ismail, et al. (2004). ""Prevalence of the sickle cell gene in Yemen: a pilot study."" Hemoglobin 28(4): 305-315.",YEM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c8d,236,15.4745,-61.2712,Dominica,130,3,4,2,NO,YES,,IBD00415,"Cabannes, R. and A. Schmidt-Beurrier (1966). ""Recherches sur les haemoglobines des populations indiennes de l'Amerique de Sud."" L'Anthropologie 70: 331-334.",DMA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cfe,402,15.4745,-61.2712,Dominica,99,96,2,1,NO,YES,,IBD00888,"Harvey, R. G., M. J. Godber, et al. (1969). ""Frequency of genetic traits in the Caribs of Dominica."" Human biology; an international record of research 41(3): 342-364.",DMA,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d83,594,15.502,32.483,Sudan,100,100,0,,NO,YES,Point (? 10 km2),IBD01509,"Omer, A., M. Ali, et al. (1972). ""Incidence of G-6-PD deficiency and abnormal haemoglobins in the indigenous and immigrant tribes of the Sudan."" Tropical and Geographical Medicine 24(4): 401-405.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b51,775,15.579,32.523,Sudan,2230,2180,42,8,YES,NO,Wide-area (>10 and ? 25 km2),IBD02079,"Vella, F. (1965). The haemoglobinopathies in the Sudan. Abnormal Haemoglobins in Africa: 339-355.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d78,661,15.579,32.523,Sudan,414,387,18,4,YES,NO,Small polygon (>25 and ? 100 km2),IBD01735,"Saha, N. (1981). ""Erythrocyte glutathione reductase polymorphism in a Sudanese population."" Human Heredity 31(1): 32-34.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dc6,674,15.579,32.523,Sudan,401,352,32,17,YES,NO,Small polygon (>25 and ? 100 km2),IBD01743,"Saha, N. and N. Patgunarajah (1981). ""Phenotypic and quantitative relationship of red cell acid phosphatase with haemoglobin, haptoglobin, and G6PD phenotypes."" Journal of Medical Genetics 18(4): 271-275.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dd1,683,15.579,32.523,Sudan,597,568,25,0,NO,YES,Small polygon (>25 and ? 100 km2),IBD01768,"Samuel, A. P., N. Saha, et al. (1981). ""Quantitative expression of G6PD activity of different phenotypes of G6PD and haemoglobin in a Sudanese population."" Human Heredity 31(2): 110-115.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e01,776,15.579,32.523,Sudan,500,486,14,0,YES,NO,Wide-area (>10 and ? 25 km2),IBD02081,"Vella, F. (1966). ""Haemoglobin S and sickling in Khartoum Province."" Transactions of the Royal Society of Tropical Medicine and Hygiene 60: 48-52.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b78,595,15.58,32.449,Sudan,54,43,11,,NO,YES,Point (? 10 km2),IBD01509,"Omer, A., M. Ali, et al. (1972). ""Incidence of G-6-PD deficiency and abnormal haemoglobins in the indigenous and immigrant tribes of the Sudan."" Tropical and Geographical Medicine 24(4): 401-405.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bcd,777,15.634,32.679,Sudan,190,190,0,0,NO,YES,Point (? 10 km2),IBD02081,"Vella, F. (1966). ""Haemoglobin S and sickling in Khartoum Province."" Transactions of the Royal Society of Tropical Medicine and Hygiene 60: 48-52.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b0b,780,15.637,32.53,Sudan,152,152,0,,NO,YES,,IBD02081,"Vella, F. (1966). ""Haemoglobin S and sickling in Khartoum Province."" Transactions of the Royal Society of Tropical Medicine and Hygiene 60: 48-52.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b9b,779,15.637,32.53,Sudan,790,772,18,,NO,YES,,IBD02081,"Vella, F. (1966). ""Haemoglobin S and sickling in Khartoum Province."" Transactions of the Royal Society of Tropical Medicine and Hygiene 60: 48-52.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e02,778,15.637,32.53,Sudan,14,14,0,,NO,YES,,IBD02081,"Vella, F. (1966). ""Haemoglobin S and sickling in Khartoum Province."" Transactions of the Royal Society of Tropical Medicine and Hygiene 60: 48-52.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e03,781,15.646,32.476,Sudan,1329,1307,22,,NO,YES,,IBD02081,"Vella, F. (1966). ""Haemoglobin S and sickling in Khartoum Province."" Transactions of the Royal Society of Tropical Medicine and Hygiene 60: 48-52.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e05,782,15.646,32.476,Sudan,57,57,0,,NO,YES,Wide-area (>10 and ? 25 km2),IBD02081,"Vella, F. (1966). ""Haemoglobin S and sickling in Khartoum Province."" Transactions of the Royal Society of Tropical Medicine and Hygiene 60: 48-52.",SDN,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d48,500,15.744,-96.454,Mexico,102,102,0,,NO,YES,Point (? 10 km2),IBD01236,"Lisker, R., A. Loria, et al. (1965). ""Studies on Several Genetic Hematological Traits of the Mexican Population. 8. Hemoglobin S, Glucose-6-Phosphate Dehydrogenase Deficiency, and Other Characteristics in a Malarial Region."" American Journal of Human Genetics 17: 179-187.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e68,983,15.834,-96.717,Mexico,29,27,2,,NO,YES,Point (? 10 km2),IBD02809,"Magana, M. T., Z. Ongay, et al. (2002). ""Analysis of betaS and betaA genes in a Mexican population with African roots."" Blood Cells, Molecules & Diseases 28(2): 121-126.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d49,501,15.988,-97.115,Mexico,100,97,3,,NO,YES,Point (? 10 km2),IBD01236,"Lisker, R., A. Loria, et al. (1965). ""Studies on Several Genetic Hematological Traits of the Mexican Population. 8. Hemoglobin S, Glucose-6-Phosphate Dehydrogenase Deficiency, and Other Characteristics in a Malarial Region."" American Journal of Human Genetics 17: 179-187.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c64,175,16.235,78.45,India,40,40,0,0,YES,YES,,IBD00288,"Blake, N. M., A. Ramesh, et al. (1981). ""Genetic studies on some tribes of the Telangana region, Andhra, Pradesh, India."" Acta Anthropogenetica 5(1): 41-56.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d7d,547,16.286,-61.491,Guadeloupe,7253,6445,571,4,NO,YES,Large polygon (>100 km2),IBD01351,"Mercier, J., G. Romana, et al. (1982). ""Prevalence de la drepanocytose en Guadeloupe."" Medecine Tropicale 42: 611-615.",GLP,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1beb,984,16.3,-98.216,Mexico,22,20,2,,NO,YES,Point (? 10 km2),IBD02809,"Magana, M. T., Z. Ongay, et al. (2002). ""Analysis of betaS and betaA genes in a Mexican population with African roots."" Blood Cells, Molecules & Diseases 28(2): 121-126.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c65,176,16.304,78.572,India,61,58,3,0,NO,YES,,IBD00288,"Blake, N. M., A. Ramesh, et al. (1981). ""Genetic studies on some tribes of the Telangana region, Andhra, Pradesh, India."" Acta Anthropogenetica 5(1): 41-56.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d4d,504,16.3551,-92.1172,Mexico,163,163,0,,NO,YES,,IBD01241,"Lisker, R., G. Zarate, et al. (1966). ""Studies on several genetic hematologic traits of Mexicans IX. Abnormal hemoglobins and erythrocytic glucose-6-phosphate dehydrogenase deficiency in several Indian tribes."" Blood 27(6): 824-830.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1af6,985,16.434,-98.535,Mexico,56,47,9,,NO,YES,Point (? 10 km2),IBD02809,"Magana, M. T., Z. Ongay, et al. (2002). ""Analysis of betaS and betaA genes in a Mexican population with African roots."" Blood Cells, Molecules & Diseases 28(2): 121-126.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1eb8,986,16.453,-98.234,Mexico,32,29,3,,NO,YES,Point (? 10 km2),IBD02809,"Magana, M. T., Z. Ongay, et al. (2002). ""Analysis of betaS and betaA genes in a Mexican population with African roots."" Blood Cells, Molecules & Diseases 28(2): 121-126.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b31,987,16.4667,-98.65,Mexico,30,26,4,,NO,YES,Point (? 10 km2),IBD02809,"Magana, M. T., Z. Ongay, et al. (2002). ""Analysis of betaS and betaA genes in a Mexican population with African roots."" Blood Cells, Molecules & Diseases 28(2): 121-126.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e3c,988,16.469,-98.429,Mexico,34,26,8,,NO,YES,Point (? 10 km2),IBD02809,"Magana, M. T., Z. Ongay, et al. (2002). ""Analysis of betaS and betaA genes in a Mexican population with African roots."" Blood Cells, Molecules & Diseases 28(2): 121-126.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1eb9,989,16.4833,-98.6083,Mexico,31,26,5,,NO,YES,Point (? 10 km2),IBD02809,"Magana, M. T., Z. Ongay, et al. (2002). ""Analysis of betaS and betaA genes in a Mexican population with African roots."" Blood Cells, Molecules & Diseases 28(2): 121-126.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b68,93,16.49,97.63,Myanmar,51,51,0,0,YES,YES,Point (? 10 km2),IBD00126,"Aung Than, B. and U. H. Pe (1971). ""Haemoglobinopathies in Burma. I. The incidence of haemoglobin E."" Tropical and Geographical Medicine 23: 15-19.",MMR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e89,990,16.55,-98.525,Mexico,21,20,1,,NO,YES,Point (? 10 km2),IBD02809,"Magana, M. T., Z. Ongay, et al. (2002). ""Analysis of betaS and betaA genes in a Mexican population with African roots."" Blood Cells, Molecules & Diseases 28(2): 121-126.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cbe,322,16.578,-88.357,Belize,211,157,49,0,NO,YES,Point (? 10 km2),IBD00708,"Firschein, I. L. (1961). ""Population dynamics of the sickle-cell trait in the Black Caribs of British Honduras, Central America."" American Journal of Human Genetics 13: 233-254.",BLZ,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dd0,682,16.5783,79.5433,India,1462,1459,0,0,YES,YES,Large polygon (>100 km2),IBD01767,"Char, K. S. and P. R. Rao (1981). ""Occurrence of hemoglobin D Los Angeles in Brahmins of Andhra Pradesh, South India."" Hemoglobin 5(6): 609-611.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d14,427,16.703,2.773,Mali,357,353,4,,YES,YES,Large polygon (>100 km2),IBD01035,"Junien, C., A. Chaventre, et al. (1982). ""Glucose-6-phosphate dehydrogenase and hemoglobin variants in Kel Kummer Tuareg and related groups. Indirect evidence for alpha-thalassemia trait."" Human Heredity 32(5): 318-328.",MLI,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b69,94,16.781,96.152,Myanmar,161,161,0,0,YES,YES,Small polygon (>25 and ? 100 km2),IBD00126,"Aung Than, B. and U. H. Pe (1971). ""Haemoglobinopathies in Burma. I. The incidence of haemoglobin E."" Tropical and Geographical Medicine 23: 15-19.",MMR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b2b,119,16.793,6.918,Niger,93,88,5,,NO,YES,,IBD00154,"Barnicot, N. A., E. W. Ikin, et al. (1954). ""Les groupes sangiuns ABB, MNS, et Rh des Touaregs de l'air."" L'Anthropologie 58: 231-240.",NER,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1dfc,767,16.8422,-24.9784,Cape Verde,74,71,3,0,NO,YES,Large polygon (>100 km2),IBD02035,"Trincao, C. and J. M. De Melo (1965). ""Hemoglobin S rates in as heterozygotes."" Israel Journal of Medical Sciences 1(4): 772-776.",CPV,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cbf,323,16.868,-88.284,Belize,59,44,15,0,NO,YES,Point (? 10 km2),IBD00708,"Firschein, I. L. (1961). ""Population dynamics of the sickle-cell trait in the Black Caribs of British Honduras, Central America."" American Journal of Human Genetics 13: 233-254.",BLZ,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1e70,900,16.891,42.549,Saudi Arabia,1466,,,,YES,YES,Point (? 10 km2),IBD02562,"Elhazmi, M. A. F. and A. S. Warsy (1993). ""The Frequency of Hbs and Glucose-6-Phosphate-Dehydrogenase Phenotypes in Relation to Malaria in Western Saudi-Arabia."" Saudi Medical Journal 14(2): 121-125.",SAU,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b8b,95,16.902,96.099,Myanmar,112,112,0,0,YES,YES,Point (? 10 km2),IBD00126,"Aung Than, B. and U. H. Pe (1971). ""Haemoglobinopathies in Burma. I. The incidence of haemoglobin E."" Tropical and Geographical Medicine 23: 15-19.",MMR,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d4e,505,16.9336,-95.7004,Mexico,86,86,0,,NO,YES,,IBD01241,"Lisker, R., G. Zarate, et al. (1966). ""Studies on several genetic hematologic traits of Mexicans IX. Abnormal hemoglobins and erythrocytic glucose-6-phosphate dehydrogenase deficiency in several Indian tribes."" Blood 27(6): 824-830.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d4f,506,16.9523,-97.2681,Mexico,111,111,0,,NO,YES,,IBD01241,"Lisker, R., G. Zarate, et al. (1966). ""Studies on several genetic hematologic traits of Mexicans IX. Abnormal hemoglobins and erythrocytic glucose-6-phosphate dehydrogenase deficiency in several Indian tribes."" Blood 27(6): 824-830.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cc1,324,16.972,-88.216,Belize,454,340,100,0,NO,YES,Point (? 10 km2),IBD00708,"Firschein, I. L. (1961). ""Population dynamics of the sickle-cell trait in the Black Caribs of British Honduras, Central America."" American Journal of Human Genetics 13: 233-254.",BLZ,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ec8,1010,17.1661,82.0096,India,2589,2151,412,26,YES,YES,,IBD02907,"Nayudu, N. V. (1990). ""Field survey for sickle cell disease in the tribal population of East Godavari District, Andhra Pradesh."" Journal of the Association of Physicians of India 38(7): 479-481.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d50,507,17.2882,-96.6149,Mexico,21,21,0,,NO,YES,,IBD01241,"Lisker, R., G. Zarate, et al. (1966). ""Studies on several genetic hematologic traits of Mexicans IX. Abnormal hemoglobins and erythrocytic glucose-6-phosphate dehydrogenase deficiency in several Indian tribes."" Blood 27(6): 824-830.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d52,508,17.2882,-91.8559,Mexico,152,152,0,,NO,YES,,IBD01241,"Lisker, R., G. Zarate, et al. (1966). ""Studies on several genetic hematologic traits of Mexicans IX. Abnormal hemoglobins and erythrocytic glucose-6-phosphate dehydrogenase deficiency in several Indian tribes."" Blood 27(6): 824-830.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c95,248,17.387,78.48,India,9,9,0,0,YES,YES,Small polygon (>25 and ? 100 km2),IBD00472,"Chaudhuri, S., M. R. Chakravartti, et al. (1964). Study of haemotological factors, blood groups, anthropometric measurments and genetics of some of the tribal and caste groups:1 South India - Keraia, Nilgiris, and Andhra Pradesh, 2. North Eastern India (Indo-Bhutan bordar). Proceedings of the 9th Congress of the International Society of Blood Transfusion, mexico, 1962, Karger, S.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c35,177,17.46,81.219,India,92,88,4,0,YES,YES,,IBD00288,"Blake, N. M., A. Ramesh, et al. (1981). ""Genetic studies on some tribes of the Telangana region, Andhra, Pradesh, India."" Acta Anthropogenetica 5(1): 41-56.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1f36,1132,17.5908,80.6844,India,172,163,6,0,YES,YES,,IBD03276,"Saraswathy, K. N. and M. P. Sachdeva (2008). ""G6PD deficiency, sickle cell trait, haptoglobin and transferrin polymorphisms among Koyadoras and Nayakpods of Andhra Pradesh."" Anthropologist 10(2): 163-165.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1bd0,386,17.594,80.008,India,90,90,,,YES,NO,Point (? 10 km2),IBD00839,"Goud, J. D. and P. R. Rao (1979). ""Genetic distances among the five tribal populations of Andhra, Pradesh, South India."" Anthropologischer Anzeiger 37(1): 1-9.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1da4,636,17.594,80.008,India,90,89,1,0,YES,YES,Point (? 10 km2),IBD01650,"Rao, P. R. and J. D. Goud (1979). ""Sickle-cell haemoglobin and glucose-6-phosphate dehydrogenase deficiency in tribal populations of Andhra Pradesh."" Indian Journal of Medical Research 70: 807-813.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ab8,178,17.67,80.902,India,159,138,20,1,YES,YES,,IBD00288,"Blake, N. M., A. Ramesh, et al. (1981). ""Genetic studies on some tribes of the Telangana region, Andhra, Pradesh, India."" Acta Anthropogenetica 5(1): 41-56.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cf2,387,17.67,80.902,India,88,88,,,YES,NO,,IBD00839,"Goud, J. D. and P. R. Rao (1979). ""Genetic distances among the five tribal populations of Andhra, Pradesh, South India."" Anthropologischer Anzeiger 37(1): 1-9.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1da5,637,17.67,80.902,India,88,76,11,1,YES,NO,Point (? 10 km2),IBD01650,"Rao, P. R. and J. D. Goud (1979). ""Sickle-cell haemoglobin and glucose-6-phosphate dehydrogenase deficiency in tribal populations of Andhra Pradesh."" Indian Journal of Medical Research 70: 807-813.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1edc,1031,17.724,83.306,India,200,198,2,0,YES,YES,Point (? 10 km2),IBD03006,"Ramesh, M., A. Balakrishna, et al. (1993). ""Sickle cell haemoglobin and glucose-6-phosphate dehydrogenase deficiency among Dhobis of Visakhapatnam, Andhra Pradesh, India."" Anthropologischer Anzeiger 51(2): 173-177.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1b97,509,17.8481,-97.2681,Mexico,138,138,0,,NO,YES,,IBD01241,"Lisker, R., G. Zarate, et al. (1966). ""Studies on several genetic hematologic traits of Mexicans IX. Abnormal hemoglobins and erythrocytic glucose-6-phosphate dehydrogenase deficiency in several Indian tribes."" Blood 27(6): 824-830.",MEX,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1edd,1032,17.8689,82.6921,India,221,185,35,1,NO,YES,,IBD03007,"Ramesh, M. and P. Veerraju (1997). ""Sickle cell haemoglobin and glucose-6-phosphate dehydrogenase deficiency among Rellis of Visakhapatnam, Andhra Pradesh, South India."" Anthropologischer Anzeiger 55(3-4): 289-293.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cf1,385,17.9598,79.8087,India,125,124,1,0,YES,NO,,IBD00838,"Goud, J. D. and P. R. Rao (1977). ""Distribution of some genetic makers in the Yerukala Tribe of Andhra Pradesh."" Journal of the Indian Anthropological Society 12: 258-265.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1da7,638,17.9598,79.8087,India,150,146,4,0,NO,YES,,IBD01650,"Rao, P. R. and J. D. Goud (1979). ""Sickle-cell haemoglobin and glucose-6-phosphate dehydrogenase deficiency in tribal populations of Andhra Pradesh."" Indian Journal of Medical Research 70: 807-813.",IND,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1c6f,192,17.971,19.159,Chad,173,162,4,0,YES,YES,Point (? 10 km2),IBD00339,"Boyer, S. H., E. F. Crosby, et al. (1968). ""A survey of hemoglobins in the Republic of Chad and characterization of hemoglobin Chad:alpha-2-23Glu--Lys-beta-2."" American Journal of Human Genetics 20(6): 570-578.",TCD,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cc6,327,17.9755,-76.7917,Jamaica,70000,59791,7037,222,NO,YES,Point (? 10 km2),IBD00730,"Foster, K., M. Forbes, et al. (1981). ""Cord blood screening for sickle hemoglobin: evidence against a female preponderance of hemoglobin S."" Journal of Pediatrics 98(1): 79-81.",JAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1d3c,21,17.988,-76.74,Jamaica,391,323,47,0,NO,YES,Point (? 10 km2),IBD00024,"Ahern, E. J., A. V. Swan, et al. (1973). ""The prevalence of the rarer inherited haemoglobin defects in adult Jamaicans."" British Journal of Haematology 25(4): 437-444.",JAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1ad1,419,18.018,-77.317,Jamaica,260,250,10,,NO,YES,Point (? 10 km2),IBD01008,"Jelliffe, D. B., K. L. Stuart, et al. (1954). ""The sickle cell trait in Jamaica."" Blood 9(2): 144-152.",JAM,TRUE,FALSE
HbS_Data.fid--5a9ebec4_181ab14c941_1cf4,388,18.018,80.264,India,132,132,,,YES,NO,Point (? 10 km2),IBD00839,"Goud, J. D. and P. R. Rao (1979). ""Genetic distances among the five tribal populations of Andhra, Pradesh, South India."" Anthropologischer Anzeiger 37(1): 1-9.",IND,TRUE,FALSE
